chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016094269.1	NW_016094269.1.1707971.1707971	1707971	1707971	+	7.59E-30	8.21E-28	-39.83408133
NW_016094269.1	NW_016094269.1.1708022.1708022	1708022	1708022	+	8.48E-08	6.23E-07	-23.61455749
NW_016094269.1	NW_016094269.1.2554851.2554851	2554851	2554851	-	2.54E-33	3.78E-31	-28.54369244
NW_016094269.1	NW_016094269.1.3026189.3026189	3026189	3026189	-	4.52E-05	0.000196387	20.41525182
NW_016094269.1	NW_016094269.1.3052878.3052878	3052878	3052878	-	2.98E-24	1.76E-22	-26.67482989
NW_016094269.1	NW_016094269.1.3053053.3053053	3053053	3053053	-	7.36E-11	8.64E-10	-20.75930656
NW_016094269.1	NW_016094269.1.3108822.3108822	3108822	3108822	-	9.30E-07	5.71E-06	-22.51096692
NW_016094269.1	NW_016094269.1.3108841.3108841	3108841	3108841	-	3.62E-14	6.62E-13	-32.57575758
NW_016094269.1	NW_016094269.1.3748890.3748890	3748890	3748890	-	4.55E-13	7.25E-12	-20.40903693
NW_016094269.1	NW_016094269.1.3833363.3833363	3833363	3833363	+	1.96E-08	1.60E-07	-23.82364636
NW_016094269.1	NW_016094269.1.3900588.3900588	3900588	3900588	+	3.74E-59	6.43E-56	-30.97280105
NW_016094269.1	NW_016094269.1.3943469.3943469	3943469	3943469	+	4.08E-44	1.69E-41	-47.54157098
NW_016094269.1	NW_016094269.1.3943486.3943486	3943486	3943486	+	2.81E-22	1.30E-20	-36.78803314
NW_016094269.1	NW_016094269.1.3943511.3943511	3943511	3943511	+	2.13E-29	2.19E-27	-46.1030303
NW_016094269.1	NW_016094269.1.3943539.3943539	3943539	3943539	+	9.81E-28	8.21E-26	-40.98639456
NW_016094269.1	NW_016094269.1.3943544.3943544	3943544	3943544	+	2.30E-42	7.82E-40	-48.48070254
NW_016094269.1	NW_016094269.1.3943897.3943897	3943897	3943897	-	7.01E-25	4.38E-23	-42.39005787
NW_016094270.1	NW_016094270.1.1709907.1709907	1709907	1709907	-	1.50E-21	6.33E-20	-26.44381327
NW_016094270.1	NW_016094270.1.1709910.1709910	1709910	1709910	-	2.88E-22	1.33E-20	-20.93508432
NW_016094270.1	NW_016094270.1.1709942.1709942	1709942	1709942	-	6.98E-19	2.20E-17	-21.37460678
NW_016094270.1	NW_016094270.1.3170614.3170614	3170614	3170614	+	1.75E-36	3.67E-34	-32.96761253
NW_016094270.1	NW_016094270.1.3170631.3170631	3170631	3170631	+	4.73E-26	3.31E-24	-31.77785601
NW_016094270.1	NW_016094270.1.3170634.3170634	3170634	3170634	+	4.63E-21	1.85E-19	-30.12216957
NW_016094270.1	NW_016094270.1.3170665.3170665	3170665	3170665	+	4.64E-28	4.06E-26	-36.07594937
NW_016094270.1	NW_016094270.1.4092437.4092437	4092437	4092437	-	4.93E-29	4.80E-27	-41.18589744
NW_016094270.1	NW_016094270.1.4092494.4092494	4092494	4092494	-	1.62E-19	5.45E-18	-33.33558179
NW_016094270.1	NW_016094270.1.4092505.4092505	4092505	4092505	-	2.55E-24	1.52E-22	-32.70052665
NW_016094271.1	NW_016094271.1.98455.98455	98455	98455	+	4.17E-25	2.64E-23	-25.04548666
NW_016094271.1	NW_016094271.1.1110966.1110966	1110966	1110966	-	4.64E-16	1.05E-14	-46.02929043
NW_016094271.1	NW_016094271.1.1110987.1110987	1110987	1110987	-	3.22E-12	4.59E-11	-37.48682824
NW_016094271.1	NW_016094271.1.3674229.3674229	3674229	3674229	-	1.26E-06	7.58E-06	-21.98712659
NW_016094271.1	NW_016094271.1.3713561.3713561	3713561	3713561	-	3.61E-13	5.83E-12	-21.63229679
NW_016094271.1	NW_016094271.1.3713585.3713585	3713585	3713585	-	6.15E-24	3.45E-22	-28.89816253
NW_016094272.1	NW_016094272.1.488834.488834	488834	488834	-	8.13E-19	2.54E-17	-20.69751844
NW_016094272.1	NW_016094272.1.587091.587091	587091	587091	-	9.03E-35	1.59E-32	-26.96353066
NW_016094272.1	NW_016094272.1.587095.587095	587095	587095	-	4.29E-31	5.11E-29	-28.62045299
NW_016094272.1	NW_016094272.1.587129.587129	587129	587129	-	1.46E-34	2.46E-32	-25.35507046
NW_016094272.1	NW_016094272.1.2758562.2758562	2758562	2758562	+	1.37E-09	1.35E-08	-21.9354501
NW_016094272.1	NW_016094272.1.3605174.3605174	3605174	3605174	-	5.37E-05	0.000228983	20.45454545
NW_016094272.1	NW_016094272.1.3747001.3747001	3747001	3747001	-	1.07E-08	9.21E-08	-25.50445035
NW_016094273.1	NW_016094273.1.206353.206353	206353	206353	+	8.43E-12	1.13E-10	23.54944201
NW_016094273.1	NW_016094273.1.277462.277462	277462	277462	-	5.72E-10	0.000000006	-26.20507273
NW_016094273.1	NW_016094273.1.292906.292906	292906	292906	-	4.24E-15	8.55E-14	-31.84170472
NW_016094273.1	NW_016094273.1.585689.585689	585689	585689	-	6.40E-28	5.53E-26	-28.39270716
NW_016094273.1	NW_016094273.1.591158.591158	591158	591158	-	1.70E-11	2.19E-10	-20.99335749
NW_016094273.1	NW_016094273.1.735911.735911	735911	735911	-	5.16E-10	5.41E-09	-27.32632704
NW_016094273.1	NW_016094273.1.735935.735935	735935	735935	-	5.57E-07	3.56E-06	-20.61403509
NW_016094273.1	NW_016094273.1.1636344.1636344	1636344	1636344	+	7.19E-37	1.57E-34	-42.02515503
NW_016094273.1	NW_016094273.1.1636384.1636384	1636384	1636384	+	1.18E-16	2.85E-15	-32.88288288
NW_016094273.1	NW_016094273.1.1636399.1636399	1636399	1636399	+	1.72E-21	7.22E-20	-38.27805816
NW_016094273.1	NW_016094273.1.1961219.1961219	1961219	1961219	-	3.26E-16	7.53E-15	-20.09731331
NW_016094273.1	NW_016094273.1.2973761.2973761	2973761	2973761	+	1.80E-18	5.36E-17	-33.83456479
NW_016094273.1	NW_016094273.1.3224707.3224707	3224707	3224707	-	5.85E-14	1.04E-12	-21.39620389
NW_016094274.1	NW_016094274.1.78507.78507	78507	78507	+	1.34E-08	1.13E-07	-25.67722704
NW_016094274.1	NW_016094274.1.2730448.2730448	2730448	2730448	-	8.02E-15	1.56E-13	-29.63316564
NW_016094274.1	NW_016094274.1.3048998.3048998	3048998	3048998	-	5.45E-11	6.50E-10	-31.30490956
NW_016094274.1	NW_016094274.1.3300617.3300617	3300617	3300617	-	3.24E-33	4.76E-31	-34.38255903
NW_016094274.1	NW_016094274.1.3300674.3300674	3300674	3300674	-	1.15E-41	3.65E-39	-37.86696122
NW_016094274.1	NW_016094274.1.3300692.3300692	3300692	3300692	-	2.73E-36	5.62E-34	-34.42173764
NW_016094274.1	NW_016094274.1.3651796.3651796	3651796	3651796	-	3.12E-09	2.92E-08	26.49056334
NW_016094275.1	NW_016094275.1.24479.24479	24479	24479	+	6.72E-33	9.47E-31	-46.30343246
NW_016094275.1	NW_016094275.1.24507.24507	24507	24507	+	5.46E-16	1.22E-14	-32.29635607
NW_016094275.1	NW_016094275.1.110131.110131	110131	110131	-	7.19E-28	6.12E-26	-30.18067537
NW_016094275.1	NW_016094275.1.110142.110142	110142	110142	-	2.39E-31	2.91E-29	-35.49103917
NW_016094275.1	NW_016094275.1.110164.110164	110164	110164	-	1.41E-16	3.39E-15	-25.84032189
NW_016094275.1	NW_016094275.1.110174.110174	110174	110174	-	1.19E-15	2.55E-14	-22.76352854
NW_016094275.1	NW_016094275.1.110206.110206	110206	110206	-	6.44E-26	4.47E-24	-30.32117003
NW_016094275.1	NW_016094275.1.615903.615903	615903	615903	-	1.71E-13	2.87E-12	-26.80372446
NW_016094275.1	NW_016094275.1.615960.615960	615960	615960	-	2.71E-09	2.55E-08	-21.48204428
NW_016094275.1	NW_016094275.1.3085541.3085541	3085541	3085541	+	3.97E-17	1.01E-15	-23.8410596
NW_016094276.1	NW_016094276.1.110204.110204	110204	110204	-	9.86E-12	1.31E-10	-28.60205832
NW_016094276.1	NW_016094276.1.110238.110238	110238	110238	-	5.53E-13	8.73E-12	-29.50891616
NW_016094276.1	NW_016094276.1.110245.110245	110245	110245	-	1.84E-10	2.05E-09	-25.70600005
NW_016094276.1	NW_016094276.1.1294110.1294110	1294110	1294110	-	2.60E-17	6.76E-16	-28.21936489
NW_016094276.1	NW_016094276.1.2696179.2696179	2696179	2696179	+	7.20E-10	7.36E-09	-21.43723929
NW_016094276.1	NW_016094276.1.3603534.3603534	3603534	3603534	+	4.57E-14	8.27E-13	-28.73091398
NW_016094276.1	NW_016094276.1.3603557.3603557	3603557	3603557	+	7.55E-08	0.00000056	-20.19312593
NW_016094277.1	NW_016094277.1.262096.262096	262096	262096	-	2.01E-10	2.23E-09	-21.06293845
NW_016094277.1	NW_016094277.1.311466.311466	311466	311466	-	5.85E-20	2.08E-18	-36.3282029
NW_016094277.1	NW_016094277.1.311506.311506	311506	311506	-	3.78E-15	7.65E-14	-29.63653308
NW_016094277.1	NW_016094277.1.311508.311508	311508	311508	-	2.59E-15	5.33E-14	-30.92087113
NW_016094277.1	NW_016094277.1.311537.311537	311537	311537	-	5.63E-14	1.01E-12	-27.97049442
NW_016094277.1	NW_016094277.1.353628.353628	353628	353628	-	9.47E-11	1.10E-09	21.52626286
NW_016094277.1	NW_016094277.1.695304.695304	695304	695304	-	1.19E-10	1.36E-09	-20.54949597
NW_016094277.1	NW_016094277.1.1473532.1473532	1473532	1473532	+	3.16E-24	1.86E-22	-29.39258751
NW_016094277.1	NW_016094277.1.1630677.1630677	1630677	1630677	+	8.71E-16	1.90E-14	-31.35156225
NW_016094277.1	NW_016094277.1.1630700.1630700	1630700	1630700	+	7.14E-12	9.65E-11	-26.96559101
NW_016094277.1	NW_016094277.1.1639267.1639267	1639267	1639267	-	2.19E-06	1.26E-05	-22.18986605
NW_016094277.1	NW_016094277.1.1642258.1642258	1642258	1642258	+	4.05E-27	3.13E-25	-24.33974918
NW_016094277.1	NW_016094277.1.2216815.2216815	2216815	2216815	+	2.87E-08	2.29E-07	-23.47863047
NW_016094277.1	NW_016094277.1.2216831.2216831	2216831	2216831	+	3.37E-14	6.20E-13	-27.41045259
NW_016094277.1	NW_016094277.1.2244411.2244411	2244411	2244411	+	1.36E-14	2.59E-13	-28.01806889
NW_016094277.1	NW_016094277.1.2244472.2244472	2244472	2244472	+	2.61E-13	4.28E-12	-30.63396195
NW_016094277.1	NW_016094277.1.2244481.2244481	2244481	2244481	+	1.13E-15	2.44E-14	-32.59330144
NW_016094277.1	NW_016094277.1.2244486.2244486	2244486	2244486	+	1.52E-09	1.48E-08	-20.22117662
NW_016094277.1	NW_016094277.1.2381391.2381391	2381391	2381391	-	1.30E-12	1.95E-11	-31.8206266
NW_016094277.1	NW_016094277.1.2447723.2447723	2447723	2447723	-	2.97E-17	7.66E-16	-27.54861498
NW_016094277.1	NW_016094277.1.2447747.2447747	2447747	2447747	-	4.85E-09	4.39E-08	-20.9178744
NW_016094277.1	NW_016094277.1.2692930.2692930	2692930	2692930	-	6.73E-24	3.76E-22	-28.76672775
NW_016094277.1	NW_016094277.1.2760698.2760698	2760698	2760698	-	8.02E-07	4.98E-06	-20.68563534
NW_016094277.1	NW_016094277.1.2760740.2760740	2760740	2760740	-	1.13E-11	1.48E-10	-22.75449102
NW_016094278.1	NW_016094278.1.202598.202598	202598	202598	-	1.33E-09	1.31E-08	-20.41814947
NW_016094278.1	NW_016094278.1.1147277.1147277	1147277	1147277	-	9.30E-28	7.81E-26	-40.00955638
NW_016094278.1	NW_016094278.1.1629973.1629973	1629973	1629973	-	9.32E-07	5.72E-06	-22.37827021
NW_016094278.1	NW_016094278.1.1742309.1742309	1742309	1742309	+	1.87E-11	2.39E-10	-26.30866885
NW_016094278.1	NW_016094278.1.1742330.1742330	1742330	1742330	+	3.16E-12	4.51E-11	-26.88224799
NW_016094278.1	NW_016094278.1.1742334.1742334	1742334	1742334	+	7.10E-12	9.61E-11	-25.08053429
NW_016094278.1	NW_016094278.1.1827491.1827491	1827491	1827491	+	8.40E-20	2.93E-18	-29.14997398
NW_016094278.1	NW_016094278.1.1827512.1827512	1827512	1827512	+	4.22E-11	5.10E-10	-26.30363404
NW_016094278.1	NW_016094278.1.2163988.2163988	2163988	2163988	-	2.54E-07	1.72E-06	-22.27740654
NW_016094279.1	NW_016094279.1.233051.233051	233051	233051	+	1.01E-13	1.74E-12	-29.64749496
NW_016094279.1	NW_016094279.1.343483.343483	343483	343483	+	4.08E-20	1.48E-18	-29.28508087
NW_016094279.1	NW_016094279.1.343553.343553	343553	343553	+	1.07E-12	1.63E-11	-28.12817761
NW_016094279.1	NW_016094279.1.343558.343558	343558	343558	+	3.07E-12	4.39E-11	-27.57244132
NW_016094279.1	NW_016094279.1.514914.514914	514914	514914	+	7.42E-08	5.51E-07	-22.34134567
NW_016094279.1	NW_016094279.1.1046318.1046318	1046318	1046318	-	7.99E-15	1.55E-13	-27.86179956
NW_016094279.1	NW_016094279.1.2202133.2202133	2202133	2202133	-	3.82E-12	5.37E-11	-22.66410548
NW_016094280.1	NW_016094280.1.19471.19471	19471	19471	+	6.00E-14	1.07E-12	-22.27527375
NW_016094280.1	NW_016094280.1.133087.133087	133087	133087	+	2.00E-26	1.45E-24	-22.7006092
NW_016094280.1	NW_016094280.1.133117.133117	133117	133117	+	1.46E-35	2.78E-33	-33.97731515
NW_016094280.1	NW_016094280.1.133136.133136	133136	133136	+	1.19E-16	2.88E-15	-27.07166606
NW_016094281.1	NW_016094281.1.63212.63212	63212	63212	-	2.35E-35	4.42E-33	-47.72505878
NW_016094281.1	NW_016094281.1.63229.63229	63229	63229	-	1.28E-18	3.90E-17	-32.66134006
NW_016094281.1	NW_016094281.1.63262.63262	63262	63262	-	7.32E-22	3.16E-20	-33.95697343
NW_016094281.1	NW_016094281.1.669495.669495	669495	669495	-	1.53E-10	1.73E-09	-24.98308332
NW_016094281.1	NW_016094281.1.3167295.3167295	3167295	3167295	-	8.67E-11	0.000000001	23.12756313
NW_016094281.1	NW_016094281.1.3177416.3177416	3177416	3177416	-	2.36E-11	2.97E-10	22.53532312
NW_016094281.1	NW_016094281.1.3177422.3177422	3177422	3177422	-	6.08E-13	9.51E-12	24.46805787
NW_016094282.1	NW_016094282.1.395870.395870	395870	395870	-	6.74E-11	7.94E-10	23.67517252
NW_016094282.1	NW_016094282.1.775365.775365	775365	775365	-	4.57E-12	6.37E-11	-23.48566884
NW_016094282.1	NW_016094282.1.775390.775390	775390	775390	-	8.79E-15	1.70E-13	-25.67415352
NW_016094282.1	NW_016094282.1.787325.787325	787325	787325	-	3.19E-07	2.14E-06	-21.00648879
NW_016094282.1	NW_016094282.1.895851.895851	895851	895851	-	4.12E-21	1.66E-19	-42.00754976
NW_016094282.1	NW_016094282.1.1041840.1041840	1041840	1041840	-	2.93E-10	3.17E-09	-21.83576245
NW_016094282.1	NW_016094282.1.2108294.2108294	2108294	2108294	+	1.07E-12	1.63E-11	-25.83376969
NW_016094282.1	NW_016094282.1.2124639.2124639	2124639	2124639	-	1.46E-14	2.78E-13	-20.78927203
NW_016094282.1	NW_016094282.1.2326020.2326020	2326020	2326020	+	4.47E-23	2.26E-21	-43.06187715
NW_016094283.1	NW_016094283.1.12504.12504	12504	12504	+	5.71E-09	0.000000051	-23.86841859
NW_016094283.1	NW_016094283.1.1025392.1025392	1025392	1025392	+	1.00E-22	4.87E-21	-22.54186644
NW_016094283.1	NW_016094283.1.2133686.2133686	2133686	2133686	+	6.62E-13	1.03E-11	23.69712794
NW_016094283.1	NW_016094283.1.2133690.2133690	2133690	2133690	+	2.77E-11	3.45E-10	25.36202945
NW_016094283.1	NW_016094283.1.2133701.2133701	2133701	2133701	+	6.19E-12	8.46E-11	25.39638854
NW_016094283.1	NW_016094283.1.2133705.2133705	2133705	2133705	+	2.03E-12	2.97E-11	24.49294288
NW_016094283.1	NW_016094283.1.2133757.2133757	2133757	2133757	+	5.07E-15	1.01E-13	27.02398197
NW_016094283.1	NW_016094283.1.2133761.2133761	2133761	2133761	+	2.41E-15	4.99E-14	27.95560658
NW_016094283.1	NW_016094283.1.2471328.2471328	2471328	2471328	+	1.36E-20	5.16E-19	-26.02501849
NW_016094283.1	NW_016094283.1.2761169.2761169	2761169	2761169	+	1.13E-09	1.12E-08	-25.91891506
NW_016094283.1	NW_016094283.1.2761194.2761194	2761194	2761194	+	9.30E-12	1.23E-10	-28.56853512
NW_016094283.1	NW_016094283.1.2893996.2893996	2893996	2893996	+	3.98E-11	4.83E-10	-22.4137931
NW_016094283.1	NW_016094283.1.3244998.3244998	3244998	3244998	-	5.06E-30	5.57E-28	-26.72620306
NW_016094284.1	NW_016094284.1.426693.426693	426693	426693	+	1.06E-28	9.85E-27	-34.09070528
NW_016094284.1	NW_016094284.1.426749.426749	426749	426749	+	2.10E-11	2.67E-10	-24.86258565
NW_016094284.1	NW_016094284.1.426755.426755	426755	426755	+	7.98E-11	9.33E-10	-24.14398507
NW_016094284.1	NW_016094284.1.426758.426758	426758	426758	+	3.47E-11	4.26E-10	-27.76639497
NW_016094284.1	NW_016094284.1.485759.485759	485759	485759	-	2.38E-07	0.000001628	-21.3993589
NW_016094284.1	NW_016094284.1.2656314.2656314	2656314	2656314	-	5.46E-09	4.89E-08	-20.60365206
NW_016094284.1	NW_016094284.1.2656317.2656317	2656317	2656317	-	8.74E-13	1.34E-11	-24.59737889
NW_016094285.1	NW_016094285.1.1065251.1065251	1065251	1065251	+	4.16E-12	5.83E-11	23.80319149
NW_016094286.1	NW_016094286.1.1737678.1737678	1737678	1737678	+	2.56E-10	2.79E-09	21.22783697
NW_016094286.1	NW_016094286.1.2040805.2040805	2040805	2040805	+	8.01E-24	4.42E-22	-30.29604786
NW_016094286.1	NW_016094286.1.2040829.2040829	2040829	2040829	+	7.33E-12	9.89E-11	-23.89997303
NW_016094286.1	NW_016094286.1.2040849.2040849	2040849	2040849	+	1.22E-08	1.04E-07	-24.71930515
NW_016094286.1	NW_016094286.1.2154554.2154554	2154554	2154554	+	7.77E-26	5.35E-24	-25.4293534
NW_016094286.1	NW_016094286.1.2154577.2154577	2154577	2154577	+	2.12E-29	2.19E-27	-32.86289434
NW_016094286.1	NW_016094286.1.2154617.2154617	2154617	2154617	+	7.73E-15	1.50E-13	-20.26156344
NW_016094286.1	NW_016094286.1.2996288.2996288	2996288	2996288	-	2.97E-25	1.92E-23	-33.59649123
NW_016094287.1	NW_016094287.1.1082408.1082408	1082408	1082408	+	1.15E-18	3.52E-17	-22.5677781
NW_016094287.1	NW_016094287.1.1082445.1082445	1082445	1082445	+	2.16E-13	3.57E-12	-21.64736008
NW_016094287.1	NW_016094287.1.1613224.1613224	1613224	1613224	+	4.55E-11	5.47E-10	-20.45172089
NW_016094287.1	NW_016094287.1.1613254.1613254	1613254	1613254	+	4.09E-14	7.45E-13	-25.89547437
NW_016094287.1	NW_016094287.1.1613268.1613268	1613268	1613268	+	8.37E-16	1.83E-14	-29.27607076
NW_016094287.1	NW_016094287.1.2216355.2216355	2216355	2216355	-	1.00E-13	1.74E-12	-22.74069297
NW_016094287.1	NW_016094287.1.2326593.2326593	2326593	2326593	+	2.56E-21	1.05E-19	-33.27096696
NW_016094287.1	NW_016094287.1.2326611.2326611	2326611	2326611	+	1.26E-31	1.59E-29	-49.23838444
NW_016094287.1	NW_016094287.1.2326619.2326619	2326619	2326619	+	1.26E-23	6.77E-22	-41.55744681
NW_016094287.1	NW_016094287.1.2326626.2326626	2326626	2326626	+	3.98E-13	6.39E-12	-30.34090158
NW_016094287.1	NW_016094287.1.2326637.2326637	2326637	2326637	+	1.76E-21	7.34E-20	-43.02494571
NW_016094287.1	NW_016094287.1.2409777.2409777	2409777	2409777	-	1.92E-17	5.07E-16	35.52277251
NW_016094287.1	NW_016094287.1.2491882.2491882	2491882	2491882	-	6.09E-11	7.21E-10	-32.66045549
NW_016094287.1	NW_016094287.1.2525940.2525940	2525940	2525940	-	8.81E-10	8.90E-09	-23.29151341
NW_016094287.1	NW_016094287.1.2590767.2590767	2590767	2590767	-	6.34E-09	5.62E-08	-20.78525641
NW_016094287.1	NW_016094287.1.2685694.2685694	2685694	2685694	+	7.24E-08	5.38E-07	-24.13445801
NW_016094287.1	NW_016094287.1.2685755.2685755	2685755	2685755	+	6.76E-10	6.94E-09	-29.89547782
NW_016094287.1	NW_016094287.1.3091732.3091732	3091732	3091732	+	1.67E-15	3.52E-14	-24.81529593
NW_016094287.1	NW_016094287.1.3091762.3091762	3091762	3091762	+	3.92E-30	4.40E-28	-41.55946443
NW_016094288.1	NW_016094288.1.1393291.1393291	1393291	1393291	-	2.73E-07	0.000001847	-22.22987076
NW_016094288.1	NW_016094288.1.1393338.1393338	1393338	1393338	-	3.87E-15	7.83E-14	-24.79556618
NW_016094288.1	NW_016094288.1.3003701.3003701	3003701	3003701	+	1.33E-27	1.08E-25	-40.06329805
NW_016094288.1	NW_016094288.1.3003742.3003742	3003742	3003742	+	1.16E-12	1.75E-11	-28.89664129
NW_016094289.1	NW_016094289.1.380231.380231	380231	380231	-	3.53E-18	1.02E-16	-28.21767718
NW_016094289.1	NW_016094289.1.905139.905139	905139	905139	+	1.37E-44	5.89E-42	-30.44567847
NW_016094289.1	NW_016094289.1.905155.905155	905155	905155	+	6.74E-12	9.15E-11	-20.31311848
NW_016094289.1	NW_016094289.1.905181.905181	905181	905181	+	4.07E-16	9.30E-15	-22.96719994
NW_016094289.1	NW_016094289.1.1556416.1556416	1556416	1556416	+	3.46E-12	4.92E-11	-24.31748466
NW_016094289.1	NW_016094289.1.1560918.1560918	1560918	1560918	+	1.06E-11	1.39E-10	-26.44432562
NW_016094289.1	NW_016094289.1.1560940.1560940	1560940	1560940	+	1.48E-08	1.23E-07	-20.10601842
NW_016094289.1	NW_016094289.1.1691492.1691492	1691492	1691492	+	1.29E-17	3.48E-16	-31.26501732
NW_016094289.1	NW_016094289.1.1922369.1922369	1922369	1922369	-	7.32E-15	1.43E-13	-21.71362368
NW_016094289.1	NW_016094289.1.1951322.1951322	1951322	1951322	-	5.23E-08	3.98E-07	25.25539867
NW_016094289.1	NW_016094289.1.2165547.2165547	2165547	2165547	+	4.82E-08	0.000000369	-24.33076583
NW_016094289.1	NW_016094289.1.2165588.2165588	2165588	2165588	+	0.000000022	1.78E-07	-27.57259528
NW_016094289.1	NW_016094289.1.2206403.2206403	2206403	2206403	-	4.52E-27	3.47E-25	-24.96353271
NW_016094289.1	NW_016094289.1.3001262.3001262	3001262	3001262	+	1.61E-13	2.72E-12	-27.00969163
NW_016094290.1	NW_016094290.1.12309.12309	12309	12309	-	1.34E-07	9.51E-07	-27.74925118
NW_016094290.1	NW_016094290.1.12331.12331	12331	12331	-	1.29E-12	1.94E-11	-36.7506218
NW_016094290.1	NW_016094290.1.525436.525436	525436	525436	-	5.20E-09	4.69E-08	-24.22417589
NW_016094290.1	NW_016094290.1.525488.525488	525488	525488	-	3.77E-10	0.000000004	-25.52322299
NW_016094290.1	NW_016094290.1.1708114.1708114	1708114	1708114	+	3.68E-12	5.18E-11	-23.98523985
NW_016094290.1	NW_016094290.1.1708171.1708171	1708171	1708171	+	7.06E-06	3.65E-05	-20.71065824
NW_016094290.1	NW_016094290.1.2268279.2268279	2268279	2268279	-	2.12E-11	2.69E-10	-25.16705517
NW_016094290.1	NW_016094290.1.2268302.2268302	2268302	2268302	-	2.70E-10	2.93E-09	-24.48601281
NW_016094290.1	NW_016094290.1.2690154.2690154	2690154	2690154	+	7.96E-08	5.88E-07	22.16020582
NW_016094291.1	NW_016094291.1.208596.208596	208596	208596	+	2.69E-12	3.88E-11	-27.39545998
NW_016094291.1	NW_016094291.1.382320.382320	382320	382320	-	2.14E-36	4.45E-34	-23.73474552
NW_016094291.1	NW_016094291.1.969501.969501	969501	969501	-	9.68E-19	3.00E-17	-30.65613732
NW_016094291.1	NW_016094291.1.2798316.2798316	2798316	2798316	+	1.34E-12	2.00E-11	24.76101469
NW_016094291.1	NW_016094291.1.2798349.2798349	2798349	2798349	+	6.56E-10	6.75E-09	24.88387217
NW_016094291.1	NW_016094291.1.2798382.2798382	2798382	2798382	+	4.08E-19	1.31E-17	35.38450388
NW_016094292.1	NW_016094292.1.408116.408116	408116	408116	-	1.69E-28	1.55E-26	-41.83551593
NW_016094292.1	NW_016094292.1.408122.408122	408122	408122	-	1.43E-16	3.44E-15	-33.21403509
NW_016094292.1	NW_016094292.1.408127.408127	408127	408127	-	9.88E-20	3.42E-18	-35.3433498
NW_016094292.1	NW_016094292.1.408145.408145	408145	408145	-	2.86E-12	4.12E-11	-26.79494124
NW_016094292.1	NW_016094292.1.408180.408180	408180	408180	-	7.55E-21	2.95E-19	-33.33905298
NW_016094292.1	NW_016094292.1.2117598.2117598	2117598	2117598	-	3.82E-24	2.21E-22	-28.38294397
NW_016094292.1	NW_016094292.1.2117671.2117671	2117671	2117671	-	3.62E-35	6.61E-33	-27.91201485
NW_016094292.1	NW_016094292.1.2344835.2344835	2344835	2344835	-	5.43E-20	1.94E-18	-33.10758744
NW_016094292.1	NW_016094292.1.2344855.2344855	2344855	2344855	-	2.61E-27	2.06E-25	-35.89335942
NW_016094292.1	NW_016094292.1.2618735.2618735	2618735	2618735	-	6.35E-13	9.91E-12	-20.62584161
NW_016094293.1	NW_016094293.1.541261.541261	541261	541261	-	5.78E-32	7.57E-30	-21.3593709
NW_016094295.1	NW_016094295.1.581207.581207	581207	581207	-	2.46E-12	3.56E-11	-27.32883317
NW_016094295.1	NW_016094295.1.954892.954892	954892	954892	+	5.88E-10	6.10E-09	-21.01380758
NW_016094295.1	NW_016094295.1.2950271.2950271	2950271	2950271	-	7.38E-12	9.95E-11	-24.70124587
NW_016094296.1	NW_016094296.1.388062.388062	388062	388062	+	2.86E-19	9.35E-18	-27.75007185
NW_016094296.1	NW_016094296.1.388121.388121	388121	388121	+	3.34E-06	1.84E-05	-20.86962439
NW_016094296.1	NW_016094296.1.388132.388132	388132	388132	+	3.78E-12	5.32E-11	-23.5
NW_016094296.1	NW_016094296.1.1030801.1030801	1030801	1030801	+	4.71E-09	4.28E-08	-21.41922095
NW_016094296.1	NW_016094296.1.2062382.2062382	2062382	2062382	-	3.48E-12	4.93E-11	20.43884784
NW_016094296.1	NW_016094296.1.2198709.2198709	2198709	2198709	-	1.10E-26	8.19E-25	-38.18701773
NW_016094296.1	NW_016094296.1.2198735.2198735	2198735	2198735	-	1.84E-29	1.92E-27	-37.66442432
NW_016094296.1	NW_016094296.1.2240090.2240090	2240090	2240090	-	1.43E-12	2.14E-11	-20.29332801
NW_016094296.1	NW_016094296.1.2240140.2240140	2240140	2240140	-	2.67E-17	6.93E-16	-21.36235648
NW_016094296.1	NW_016094296.1.2240282.2240282	2240282	2240282	-	1.28E-18	3.90E-17	-24.78991597
NW_016094296.1	NW_016094296.1.2240299.2240299	2240299	2240299	-	1.57E-16	3.75E-15	-20.90707767
NW_016094296.1	NW_016094296.1.2240310.2240310	2240310	2240310	-	8.32E-13	1.28E-11	-20.11597129
NW_016094297.1	NW_016094297.1.2043205.2043205	2043205	2043205	-	2.94E-10	3.18E-09	-20.94516786
NW_016094298.1	NW_016094298.1.226546.226546	226546	226546	+	1.24E-08	1.05E-07	23.51205591
NW_016094298.1	NW_016094298.1.878058.878058	878058	878058	-	1.56E-08	1.29E-07	-26.69568245
NW_016094298.1	NW_016094298.1.878062.878062	878062	878062	-	0.000000066	4.95E-07	-21.68803419
NW_016094300.1	NW_016094300.1.455388.455388	455388	455388	+	7.48E-06	3.85E-05	-22.31688558
NW_016094300.1	NW_016094300.1.455411.455411	455411	455411	+	9.65E-08	7.01E-07	-26.10795455
NW_016094300.1	NW_016094300.1.455417.455417	455417	455417	+	4.54E-07	2.95E-06	-24.7074153
